DrugBank_id,drug_smile
DB00432,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
DB01330,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
DB06590,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1
DB00623,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
DB01241,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
DB01003,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
DB00451,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00509,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB01157,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
DB09075,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
DB00504,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
DB01237,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
DB00882,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
DB00198,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
DB11299,CCCCOCc1ccc(O)c(OC)c1
DB00310,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
DB00292,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
DB01147,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB09262,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
DB12364,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1
DB00291,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
DB00179,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
DB11989,O=[N+]([O-])c1nccn1CC(O)=NCc1ccccc1
DB08901,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
DB00601,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
DB00346,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
DB00276,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
DB09156,COCC(O)=Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
DB00353,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
DB04843,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
DB00140,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
DB00262,O=NN(CCCl)C(=O)NCCCl
DB01063,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
DB01094,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
DB01073,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB01236,FCOC(C(F)(F)F)C(F)(F)F
DB01205,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
DB08998,CNCCON=c1c2ccccc2ccc2ccccc12
DB00467,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
DB01103,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
DB01297,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
DB00216,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
DB00608,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
DB01170,NC(N)=NCCN1CCCCCCC1
DB09054,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
DB01580,C=CCOc1ccccc1OCC(O)CNC(C)C
DB00233,Nc1ccc(C(=O)O)c(O)c1
DB00454,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
DB01261,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
DB01403,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
DB00558,CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
DB09149,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1
DB04574,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
DB01069,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
DB11644,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
DB00476,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
DB05219,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
DB01224,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
DB00395,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB01081,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
DB09101,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
DB11186,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
DB01207,O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1
DB00275,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DB01097,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
DB00748,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
DB00131,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00672,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
DB00430,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
DB01101,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
DB11642,Clc1ccc(CCCOCCCN2CCCCC2)cc1
DB04946,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
DB09151,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]
DB00540,CNCCC=C1c2ccccc2CCc2ccccc21
DB06623,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
DB09288,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1
DB11611,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
DB06738,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
DB01611,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
DB00527,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
DB01151,CNCCCN1c2ccccc2CCc2ccccc21
DB09488,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
DB01501,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
DB01340,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
DB09224,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
DB01065,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
DB08802,CC(CN1c2ccccc2Sc2cccnc21)N(C)C
DB09195,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@H]43)CC2)c1
DB01267,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
DB04570,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21
DB01067,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
DB00274,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
DB01035,CCN(CC)CCNC(=O)c1ccc(N)cc1
DB01136,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
DB08896,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
DB00996,NCC1(CC(=O)O)CCCCC1
DB01618,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
DB00247,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
DB00662,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
DB00777,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
DB00787,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
DB03247,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
DB00857,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
DB00144,CCCC(=O)O[C@H](COC(=O)CC)COP(=O)(O)OC[C@H](N)C(=O)O
DB00871,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
DB06700,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
DB08895,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
DB00279,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
DB04837,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
DB09279,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DB00942,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1
DB01246,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
DB00584,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
DB01023,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
DB00423,COc1ccccc1OCC(O)COC(N)=O
DB01428,COc1ccc(C(=O)c2ccccc2)c(O)c1
DB06626,CN=C(O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
DB01154,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
DB01268,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
DB00193,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
DB00492,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
DB12865,CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O
DB08912,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
DB01326,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1
DB00710,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
DB00795,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
DB00226,NC(N)=NCC1COC2(CCCCC2)O1
DB09082,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
DB09496,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1
DB11632,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1
DB09546,N=C(N)NCc1cccc([123I])c1.N=C(N)NCc1cccc([123I])c1.O=S(=O)(O)O
DB00507,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
DB06717,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB00485,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00425,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
DB00334,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
DB01137,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
DB00679,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
DB09292,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
DB01128,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
DB01382,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1
DB01155,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
DB00766,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
DB00205,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
DB08884,CCOc1ccc(C[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)O)CC(=O)O)cc1.[Gd+3]
DB00328,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
DB06212,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1
DB04854,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
DB00348,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
DB09073,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
DB05541,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1
DB00626,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1
DB06204,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C
DB09119,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
DB09291,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB00392,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
DB00438,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB01149,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
DB00412,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
DB06774,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O
DB09120,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O
DB00833,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
DB00177,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C
DB01165,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
DB00559,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
DB01616,CCN(CCCc1ccccc1)CCCc1ccccc1
DB04880,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
DB00913,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
DB00450,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
DB01603,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB13874,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
DB01253,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
DB09002,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
DB01054,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
DB01411,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
DB08882,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DB00204,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
DB01329,CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O
DB12070,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1
DB09039,CCCCCCCC(O)=N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2
DB00189,C#CC(O)(/C=C/Cl)CC
DB09229,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
DB09219,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1
DB00484,Brc1c(NC2=NCCN2)ccc2nccnc12
DB00749,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
DB09561,O.O=P([O-])([O-])OCC(O)CO.[Na+].[Na+]
DB01232,CC(C)(C)N=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)[C@H](CC(=N)O)NC(=O)c1ccc2ccccc2n1
DB00637,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
DB00268,CCCN(CCC)CCc1cccc2c1CC(=O)N2
DB09495,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1
DB06796,Cc1nc(COP(=O)(O)O)cc(CN(CCN(CC(=O)[O-])Cc2cc(COP(=O)(O)O)nc(C)c2O)CC(=O)[O-])c1O.[Mn+2]
DB09285,O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1
DB00991,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
DB00315,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
DB08883,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
DB00285,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
DB01595,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
DB08827,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
DB01288,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
DB09338,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O
DB01614,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
DB01014,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
DB00293,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1
DB00421,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21
DB00836,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
DB03310,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
DB09299,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
DB01186,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
DB09220,O=C(NCCO[N+](=O)[O-])c1cccnc1
DB04942,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
DB00307,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
DB00518,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
DB08875,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
DB09097,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21
DB01126,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F
DB06155,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
DB06616,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
DB01274,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
DB04908,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1
DB09389,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
DB01143,NCCCNCCSP(=O)(O)O
DB00782,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
DB00922,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
DB00680,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
DB12783,NC(CO)C(O)=NNCc1ccc(O)c(O)c1O
DB00283,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
DB00222,CCC1=C(C)CN(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=N[C@H]3CC[C@H](C)CC3)cc2)C1=O
DB13164,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1
DB01219,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
DB00746,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
DB00933,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
DB00719,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
DB00923,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
DB01511,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
DB00802,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DB01161,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
DB08801,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
DB08796,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
DB01255,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
DB12598,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1
DB01131,CC(C)/N=C(\N)N=C(N)Nc1ccc(Cl)cc1
DB01122,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
DB00210,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
DB00458,CN(C)CCCN1c2ccccc2CCc2ccccc21
DB00903,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
DB00494,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
DB00229,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
DB06217,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
DB00175,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
DB00854,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
DB01193,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
DB01583,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+].[Na+]
DB00697,Clc1ccc2nsnc2c1NC1=NCCN1
DB01227,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
DB13025,CCN(CC)CCN=C(O)c1cc(S(C)(=O)=O)ccc1OC
DB01597,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O
DB01594,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
DB06769,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
DB13165,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12
DB00502,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
